Compactado,Cotista,Numero,Data,Cotas
"Z100073","091285","B004624","04/04/99 00:00:00",2
"Z100030","091285","B004625","07/02/97 00:00:00",2
"Z100016","079510","B004627","06/01/95 00:00:00",2
"Z100027","039450","B004629","07/02/97 00:00:00",2
"Z100027","039450","B004637","07/02/97 00:00:00",2
"Z100073","091285","B004640","04/04/99 00:00:00",2
"Z100031","085540","B004641","07/02/97 00:00:00",2
"Z100030","091285","B004646","07/02/97 00:00:00",2
"Z100073","091285","B004647","04/04/99 00:00:00",2
"Z100031","085540","B004648","07/02/97 00:00:00",2
"Z100013","033841","B004649","05/02/95 00:00:00",2
"Z100073","091285","B004652","04/04/99 00:00:00",2
"Z100050","006740","B004653","08/12/99 00:00:00",2
"Z100030","091285","B004654","07/02/97 00:00:00",2
"Z100035","006741","B004656","02/26/98 00:00:00",2
"Z100007","027830","B004656","05/04/95 00:00:00",2
"Z100073","091285","B004657","04/04/99 00:00:00",2
"Z100073","091285","B004659","04/04/99 00:00:00",2
"Z100055","015440","B004661","12/09/99 00:00:00",2
"Z100072","066820","B004661","02/26/99 00:00:00",2
"Z100009","021575","B004664","05/08/95 00:00:00",2
"Z100036","033841","B004664","05/06/98 00:00:00",2
"Z100027","039450","B004665","07/02/97 00:00:00",2
"Z100030","091285","B004669","07/02/97 00:00:00",2
"Z100069","066800","B004672","02/25/99 00:00:00",2
"Z100055","015440","B004674","12/09/99 00:00:00",2
"Z100072","066820","B004674","02/26/99 00:00:00",2
"Z100055","015440","B004680","12/09/99 00:00:00",2
"Z100072","066820","B004680","02/26/99 00:00:00",2
"Z100069","066800","B004685","02/25/99 00:00:00",2
"Z100055","015440","B004689","12/09/99 00:00:00",2
"Z100072","066820","B004689","02/26/99 00:00:00",2
"Z200002","085540","B004690","12/23/99 00:00:00",2
"Z100069","066800","B004701","02/25/99 00:00:00",2
"Z100069","066800","B004703","02/25/99 00:00:00",2
"Z100069","066800","B004705","02/25/99 00:00:00",2
"Z100069","066800","B004707","02/25/99 00:00:00",2
"Z100069","066800","B004708","02/25/99 00:00:00",2
"Z100069","066800","B004712","02/25/99 00:00:00",2
"Z100029","036580","B004713","07/02/97 00:00:00",2
"Z100026","021590","B004714","07/02/97 00:00:00",2
"Z100069","066800","B004716","02/25/99 00:00:00",2
"Z100050","006740","B004719","08/12/99 00:00:00",2
"Z100069","066800","B004720","02/25/99 00:00:00",2
"Z100049","030906","B004721","11/20/98 00:00:00",2
"Z100069","066800","B004724","02/25/99 00:00:00",2
"Z100069","066800","B004726","02/25/99 00:00:00",2
"Z100069","066800","B004728","02/25/99 00:00:00",2
"Z100069","066800","B004730","02/25/99 00:00:00",2
"Z100055","015440","B004744","12/09/99 00:00:00",2
"Z100072","066820","B004744","02/26/99 00:00:00",2
"Z100069","066800","B004746","02/25/99 00:00:00",2
"Z100023","033845","B004747","05/15/97 00:00:00",2
"Z100069","066800","B004748","02/25/99 00:00:00",2
"Z100069","066800","B004749","02/25/99 00:00:00",2
"Z100013","033841","B004754","05/02/95 00:00:00",2
"Z100049","030906","B004755","11/20/98 00:00:00",2
"Z100069","066800","B004757","02/25/99 00:00:00",2
"Z100049","030906","B004758","11/20/98 00:00:00",2
"Z100027","039450","B004763","07/02/97 00:00:00",2
"Z100016","079510","B004765","06/01/95 00:00:00",2
"Z100014","014995","B004770","05/04/95 00:00:00",2
"Z100069","066800","B004773","02/25/99 00:00:00",2
"Z100069","066800","B004774","02/25/99 00:00:00",2
"Z100055","015440","B004775","12/09/99 00:00:00",2
"Z100072","066820","B004775","02/26/99 00:00:00",2
"Z100055","015440","B004777","12/09/99 00:00:00",2
"Z100072","066820","B004777","02/26/99 00:00:00",2
"Z100055","015440","B004778","12/09/99 00:00:00",2
"Z100072","066820","B004778","02/26/99 00:00:00",2
"Z100069","066800","B004779","02/25/99 00:00:00",2
"Z200002","085540","B004783","12/23/99 00:00:00",2
"Z200002","085540","B004784","12/23/99 00:00:00",2
"Z100051","079510","B004786","08/12/99 00:00:00",2
"Z100069","066800","B004787","02/25/99 00:00:00",2
"Z100069","066800","B004801","02/25/99 00:00:00",2
"Z200002","085540","B004802","12/23/99 00:00:00",2
"Z100026","021590","B004803","07/02/97 00:00:00",2
"Z100069","066800","B004804","02/25/99 00:00:00",2
"Z100069","066800","B004805","02/25/99 00:00:00",2
"Z100027","039450","B004806","07/02/97 00:00:00",2
"Z100030","091285","B004815","07/02/97 00:00:00",2
"Z100014","014995","B004816","05/04/95 00:00:00",2
"Z100027","039450","B004820","07/02/97 00:00:00",2
"Z100069","066800","B004822","02/25/99 00:00:00",2
"Z100069","066800","B004823","02/25/99 00:00:00",2
"Z100009","021575","B004827","05/08/95 00:00:00",2
"Z100038","041986","B004827","07/27/98 00:00:00",2
"Z100069","066800","B004828","02/25/99 00:00:00",2
"Z100030","091285","B004831","07/02/97 00:00:00",2
"Z100069","066800","B004834","02/25/99 00:00:00",2
"Z100069","066800","B004838","02/25/99 00:00:00",2
"Z100069","066800","B004843","02/25/99 00:00:00",2
"Z100074","085540","B004844","04/04/99 00:00:00",2
"Z100069","066800","B004845","02/25/99 00:00:00",2
"Z100069","066800","B004847","02/25/99 00:00:00",2
"Z100022","081150","B004851","01/13/96 00:00:00",2
"Z100069","066800","B004852","02/25/99 00:00:00",2
"Z100069","066800","B004857","02/25/99 00:00:00",2
"Z100069","066800","B004860","02/25/99 00:00:00",2
"Z100049","030906","B004864","11/20/98 00:00:00",2
"Z100030","091285","B004870","07/02/97 00:00:00",2
"Z100026","021590","B004874","07/02/97 00:00:00",2
"Z100009","021575","B004877","05/08/95 00:00:00",2
"Z100038","041986","B004877","07/27/98 00:00:00",2
"Z100031","085540","B004878","07/02/97 00:00:00",2
"Z100030","091285","B004880","07/02/97 00:00:00",2
"Z100069","066800","B004881","02/25/99 00:00:00",2
"Z100069","066800","B004883","02/25/99 00:00:00",2
"Z100035","006741","B004884","02/26/98 00:00:00",2
"Z100007","027830","B004884","05/04/95 00:00:00",2
"Z100069","066800","B004885","02/25/99 00:00:00",2
"Z100069","066800","B004887","02/25/99 00:00:00",2
"Z100055","015440","B004892","12/09/99 00:00:00",2
"Z100072","066820","B004892","02/26/99 00:00:00",2
"Z100069","066800","B004894","02/25/99 00:00:00",2
"Z100055","015440","B004895","12/09/99 00:00:00",2
"Z100072","066820","B004895","02/26/99 00:00:00",2
"Z100069","066800","B004896","02/25/99 00:00:00",2
"Z100069","066800","B004897","02/25/99 00:00:00",2
"Z100055","015440","B004900","12/09/99 00:00:00",2
"Z100072","066820","B004900","02/26/99 00:00:00",2
"Z100055","015440","B004903","12/09/99 00:00:00",2
"Z100072","066820","B004903","02/26/99 00:00:00",2
"Z100055","015440","B004904","12/09/99 00:00:00",2
"Z100072","066820","B004904","02/26/99 00:00:00",2
"Z100069","066800","B004910","02/25/99 00:00:00",2
"Z100016","079510","B004914","06/01/95 00:00:00",2
"Z100031","085540","B004915","07/02/97 00:00:00",2
"Z100069","066800","B004923","02/25/99 00:00:00",2
"Z100048","030906","B004928","11/24/98 00:00:00",2
"Z100048","030906","B004930","11/24/98 00:00:00",2
"Z100048","030906","B004931","11/24/98 00:00:00",2
"Z100055","015440","B004932","12/09/99 00:00:00",2
"Z100072","066820","B004932","02/26/99 00:00:00",2
"Z100027","039450","B004934","07/02/97 00:00:00",2
"Z100030","091285","B004942","07/02/97 00:00:00",2
"Z100069","066800","B004948","02/25/99 00:00:00",2
"Z100055","015440","B004949","12/09/99 00:00:00",2
"Z100072","066820","B004949","02/26/99 00:00:00",2
"Z100055","015440","B004953","12/09/99 00:00:00",2
"Z100072","066820","B004953","02/26/99 00:00:00",2
"Z100069","066800","B004954","02/25/99 00:00:00",2
"Z100055","015440","B004955","12/09/99 00:00:00",2
"Z100072","066820","B004955","02/26/99 00:00:00",2
"Z100048","030906","B004956","11/24/98 00:00:00",2
"Z100069","066800","B004958","02/25/99 00:00:00",2
"Z100005","079511","B004960","06/01/95 00:00:00",2
"Z100074","085540","B004961","04/04/99 00:00:00",2
"Z100074","085540","B004962","04/04/99 00:00:00",2
"Z100006","066740","B004971","05/05/95 00:00:00",2
"Z100074","085540","B004972","04/04/99 00:00:00",2
"Z100074","085540","B004973","04/04/99 00:00:00",2
"Z100074","085540","B004976","04/04/99 00:00:00",2
"Z100074","085540","B004979","04/04/99 00:00:00",2
"Z100055","015440","B004992","12/09/99 00:00:00",2
"Z100072","066820","B004992","02/26/99 00:00:00",2
"Z100055","015440","B004993","12/09/99 00:00:00",2
"Z100072","066820","B004993","02/26/99 00:00:00",2
"Z100055","015440","B004994","12/09/99 00:00:00",2
"Z100072","066820","B004994","02/26/99 00:00:00",2
"Z100055","015440","B004996","12/09/99 00:00:00",2
"Z100072","066820","B004996","02/26/99 00:00:00",2
"Z100006","066740","B005001","05/05/95 00:00:00",2
"Z100006","066740","B005002","05/05/95 00:00:00",2
"Z100074","085540","B005003","04/04/99 00:00:00",2
"Z100074","085540","B005005","04/04/99 00:00:00",2
"Z100022","081150","B005010","01/13/96 00:00:00",2
"Z100022","081150","B005012","01/13/96 00:00:00",2
"Z100005","079511","B005013","06/01/95 00:00:00",2
"Z100074","085540","B005023","04/04/99 00:00:00",2
"Z100031","085540","B005024","07/02/97 00:00:00",2
"Z100030","091285","B005028","07/02/97 00:00:00",2
"Z100074","085540","B005030","04/04/99 00:00:00",2
"Z200002","085540","B005040","12/23/99 00:00:00",2
"Z100074","085540","B005055","04/04/99 00:00:00",2
"Z100074","085540","B005062","04/04/99 00:00:00",2
"Z100009","021575","B005068","05/08/95 00:00:00",2
"Z100036","033841","B005068","05/06/98 00:00:00",2
"Z100074","085540","B005070","04/04/99 00:00:00",2
"Z100074","085540","B005071","04/04/99 00:00:00",2
"Z100074","085540","B005073","04/04/99 00:00:00",2
"Z100027","039450","B005075","07/02/97 00:00:00",2
"Z100055","015440","B005078","12/09/99 00:00:00",2
"Z100072","066820","B005078","02/26/99 00:00:00",2
"Z100030","091285","B005080","07/02/97 00:00:00",2
"Z100074","085540","B005087","04/04/99 00:00:00",2
"Z100048","030906","B005092","11/24/98 00:00:00",2
"Z100006","066740","B005099","05/05/95 00:00:00",2
"Z100030","091285","B005102","07/02/97 00:00:00",2
"Z100055","015440","B005105","12/09/99 00:00:00",2
"Z100072","066820","B005105","02/26/99 00:00:00",2
"Z100027","039450","B005106","07/02/97 00:00:00",2
"Z100050","006740","B005107","08/12/99 00:00:00",2
"Z100029","036580","B005108","07/02/97 00:00:00",2
"Z100029","036580","B005109","07/02/97 00:00:00",2
"Z100074","085540","B005116","04/04/99 00:00:00",2
"Z100055","015440","B005118","12/09/99 00:00:00",2
"Z100072","066820","B005118","02/26/99 00:00:00",2
"Z100074","085540","B005120","04/04/99 00:00:00",2
"Z100074","085540","B005122","04/04/99 00:00:00",2
"Z100074","085540","B005124","04/04/99 00:00:00",2
"Z100026","021590","B005134","07/02/97 00:00:00",2
"Z100005","079511","B005135","06/01/95 00:00:00",2
"Z100027","039450","B005136","07/02/97 00:00:00",2
"Z100055","015440","B005137","12/09/99 00:00:00",2
"Z100072","066820","B005137","02/26/99 00:00:00",2
"Z100055","015440","B005138","12/09/99 00:00:00",2
"Z100072","066820","B005138","02/26/99 00:00:00",2
"Z100055","015440","B005139","12/09/99 00:00:00",2
"Z100072","066820","B005139","02/26/99 00:00:00",2
"Z100048","030906","B005143","11/24/98 00:00:00",2
"Z100074","085540","B005148","04/04/99 00:00:00",2
"Z100009","021575","B005149","05/08/95 00:00:00",2
"Z100025","066741","B005149","06/09/97 00:00:00",2
"Z100048","030906","B005151","11/24/98 00:00:00",2
"Z100074","085540","B005153","04/04/99 00:00:00",2
"Z100074","085540","B005154","04/04/99 00:00:00",2
"Z100027","039450","B005158","07/02/97 00:00:00",2
"Z100074","085540","B005160","04/04/99 00:00:00",2
"Z100074","085540","B005168","04/04/99 00:00:00",2
"Z100074","085540","B005171","04/04/99 00:00:00",2
"Z100074","085540","B005176","04/04/99 00:00:00",2
"Z200002","085540","B005178","12/23/99 00:00:00",2
"Z100022","081150","B005179","01/13/96 00:00:00",2
"Z100074","085540","B005181","04/04/99 00:00:00",2
"Z100022","081150","B005182","01/13/96 00:00:00",2
"Z100074","085540","B005189","04/04/99 00:00:00",2
"Z100031","085540","B005191","07/02/97 00:00:00",2
"Z100069","066800","B005193","02/25/99 00:00:00",2
"Z100074","085540","B005194","04/04/99 00:00:00",2
"Z100074","085540","B005195","04/04/99 00:00:00",2
"Z100074","085540","B005196","04/04/99 00:00:00",2
"Z100074","085540","B005202","04/04/99 00:00:00",2
"Z100074","085540","B005213","04/04/99 00:00:00",2
"Z100053","066741","B005229","08/13/99 00:00:00",2
"Z100022","081150","B005234","01/13/96 00:00:00",2
"Z100055","015440","B005236","12/09/99 00:00:00",2
"Z100071","033845","B005236","02/26/99 00:00:00",2
"Z100074","085540","B005237","04/04/99 00:00:00",2
"Z100031","085540","B005244","07/02/97 00:00:00",2
"Z100049","030906","B005245","11/20/98 00:00:00",2
"Z100074","085540","B005246","04/04/99 00:00:00",2
"Z100049","030906","B005255","11/20/98 00:00:00",2
"Z100028","028820","B005256","07/02/97 00:00:00",2
"Z100028","028820","B005257","07/02/97 00:00:00",2
"Z100008","019076","B005258","05/08/95 00:00:00",2
"Z100008","019076","B005259","05/08/95 00:00:00",2
"Z100049","030906","B005262","11/20/98 00:00:00",2
"Z100030","091285","B005266","07/02/97 00:00:00",2
"Z100030","091285","B005267","07/02/97 00:00:00",2
"Z100016","079510","B005268","06/01/95 00:00:00",2
"Z100030","091285","B005269","07/02/97 00:00:00",2
"Z100006","066740","B005271","05/05/95 00:00:00",2
"Z100006","066740","B005272","05/05/95 00:00:00",2
"Z100074","085540","B005277","04/04/99 00:00:00",2
"Z100048","030906","B005280","11/24/98 00:00:00",2
"Z100074","085540","B005283","04/04/99 00:00:00",2
"Z100050","006740","B005289","08/12/99 00:00:00",2
"Z100027","039450","B005297","07/02/97 00:00:00",2
"Z100016","079510","B005298","06/01/95 00:00:00",2
"Z100016","079510","B005301","06/01/95 00:00:00",2
"Z100016","079510","B005302","06/01/95 00:00:00",2
"Z100030","091285","B005305","07/02/97 00:00:00",2
"Z100031","085540","B005309","07/02/97 00:00:00",2
"Z100074","085540","B005310","04/04/99 00:00:00",2
"Z100005","079511","B005313","06/01/95 00:00:00",2
"Z100005","079511","B005314","06/01/95 00:00:00",2
"Z100031","085540","B005315","07/02/97 00:00:00",2
"Z100074","085540","B005322","04/04/99 00:00:00",2
"Z100030","091285","B005323","07/02/97 00:00:00",2
"Z100074","085540","B005326","04/04/99 00:00:00",2
"Z100074","085540","B005330","04/04/99 00:00:00",2
"Z100027","039450","B005331","07/02/97 00:00:00",2
"Z100074","085540","B005332","04/04/99 00:00:00",2
"Z100050","006740","B005336","08/12/99 00:00:00",2
"Z100052","033841","B005343","08/12/99 00:00:00",2
"Z100055","015440","B005347","12/09/99 00:00:00",2
"Z100071","033845","B005347","02/26/99 00:00:00",2
"Z100055","015440","B005349","12/09/99 00:00:00",2
"Z100071","033845","B005349","02/26/99 00:00:00",2
"Z100074","085540","B005350","04/04/99 00:00:00",2
"Z100055","015440","B005351","12/09/99 00:00:00",2
"Z100071","033845","B005351","02/26/99 00:00:00",2
"Z100006","066740","B005354","05/05/95 00:00:00",2
"Z100031","085540","B005355","07/02/97 00:00:00",2
"Z100027","039450","B005357","07/02/97 00:00:00",2
"Z100030","091285","B005365","07/02/97 00:00:00",2
"Z100055","015440","B005367","12/09/99 00:00:00",2
"Z100071","033845","B005367","02/26/99 00:00:00",2
"Z100074","085540","B005369","04/04/99 00:00:00",2
"Z100074","085540","B005374","04/04/99 00:00:00",2
"Z100049","030906","B005385","11/20/98 00:00:00",2
"Z100016","079510","B005386","06/01/95 00:00:00",2
"Z100006","066740","B005390","05/05/95 00:00:00",2
"Z100055","015440","B005391","12/09/99 00:00:00",2
"Z100071","033845","B005391","02/26/99 00:00:00",2
"Z100049","030906","B005397","11/20/98 00:00:00",2
"Z200002","085540","B005405","12/23/99 00:00:00",2
"Z100055","015440","B005406","12/09/99 00:00:00",2
"Z100071","033845","B005406","02/26/99 00:00:00",2
"Z200003","085541","B005408","12/23/99 00:00:00",2
"Z100009","021575","B005412","05/08/95 00:00:00",2
"Z100038","041986","B005412","07/27/98 00:00:00",2
"Z100055","015440","B005414","12/09/99 00:00:00",2
"Z100071","033845","B005414","02/26/99 00:00:00",2
"Z100055","015440","B005415","12/09/99 00:00:00",2
"Z100071","033845","B005415","02/26/99 00:00:00",2
"Z100009","021575","B005416","05/08/95 00:00:00",2
"Z100038","041986","B005416","07/27/98 00:00:00",2
"Z100031","085540","B005418","07/02/97 00:00:00",2
"Z100009","021575","B005422","05/08/95 00:00:00",2
"Z100036","033841","B005422","05/06/98 00:00:00",2
"Z100027","039450","B005431","07/02/97 00:00:00",2
"Z100074","085540","B005436","04/04/99 00:00:00",2
"Z100074","085540","B005441","04/04/99 00:00:00",2
"Z100074","085540","B005443","04/04/99 00:00:00",2
"Z100028","028820","B005444","07/02/97 00:00:00",2
"Z100074","085540","B005446","04/04/99 00:00:00",2
"Z100074","085540","B005450","04/04/99 00:00:00",2
"Z100050","006740","B005452","08/12/99 00:00:00",2
"Z100074","085540","B005455","04/04/99 00:00:00",2
"Z100008","019076","B005456","05/08/95 00:00:00",2
"Z100031","085540","B005457","07/02/97 00:00:00",2
"Z100074","085540","B005459","04/04/99 00:00:00",2
"Z100074","085540","B005460","04/04/99 00:00:00",2
"Z100055","015440","B005462","12/09/99 00:00:00",2
"Z100071","033845","B005462","02/26/99 00:00:00",2
"Z100055","015440","B005466","12/09/99 00:00:00",2
"Z100071","033845","B005466","02/26/99 00:00:00",2
"Z100055","015440","B005467","12/09/99 00:00:00",2
"Z100071","033845","B005467","02/26/99 00:00:00",2
"Z100055","015440","B005468","12/09/99 00:00:00",2
"Z100071","033845","B005468","02/26/99 00:00:00",2
"Z100074","085540","B005469","04/04/99 00:00:00",2
"Z100074","085540","B005470","04/04/99 00:00:00",2
"Z100050","006740","B005471","08/12/99 00:00:00",2
"Z100074","085540","B005472","04/04/99 00:00:00",2
"Z100026","021590","B005474","07/02/97 00:00:00",2
"Z100074","085540","B005475","04/04/99 00:00:00",2
"Z100074","085540","B005479","04/04/99 00:00:00",2
"Z100055","015440","B005480","12/09/99 00:00:00",2
"Z100071","033845","B005480","02/26/99 00:00:00",2
"Z100035","006741","B005482","02/26/98 00:00:00",2
"Z100007","027830","B005482","05/04/95 00:00:00",2
"Z100035","006741","B005483","02/26/98 00:00:00",2
"Z100007","027830","B005483","05/04/95 00:00:00",2
"Z100035","006741","B005484","02/26/98 00:00:00",2
"Z100007","027830","B005484","05/04/95 00:00:00",2
"Z100030","091285","B005487","07/02/97 00:00:00",2
"Z100005","079511","B005492","06/01/95 00:00:00",2
"Z100055","015440","B005499","12/09/99 00:00:00",2
"Z100071","033845","B005499","02/26/99 00:00:00",2
"Z100055","015440","B005500","12/09/99 00:00:00",2
"Z100071","033845","B005500","02/26/99 00:00:00",2
"Z100074","085540","B005504","04/04/99 00:00:00",2
"Z100009","021575","B005505","05/08/95 00:00:00",2
"Z100038","041986","B005505","07/27/98 00:00:00",2
"Z100055","015440","B005507","12/09/99 00:00:00",2
"Z100071","033845","B005507","02/26/99 00:00:00",2
"Z100055","015440","B005509","12/09/99 00:00:00",2
"Z100071","033845","B005509","02/26/99 00:00:00",2
"Z100009","021575","B005510","05/08/95 00:00:00",2
"Z100025","066741","B005510","06/09/97 00:00:00",2
"Z100055","015440","B005511","12/09/99 00:00:00",2
"Z100071","033845","B005511","02/26/99 00:00:00",2
