Compactado,Cotista,Numero,Data,Cotas
"Z100073","091285","B003468","04/04/99 00:00:00",2
"Z100028","028820","B003470","07/02/97 00:00:00",2
"Z100027","039450","B003473","07/02/97 00:00:00",2
"Z100030","091285","B003477","07/02/97 00:00:00",2
"Z100030","091285","B003478","07/02/97 00:00:00",2
"Z100030","091285","B003479","07/02/97 00:00:00",2
"Z100073","091285","B003480","04/04/99 00:00:00",2
"Z100030","091285","B003483","07/02/97 00:00:00",2
"Z100073","091285","B003484","04/04/99 00:00:00",2
"Z100055","015440","B003487","12/09/99 00:00:00",2
"Z100072","066820","B003487","02/26/99 00:00:00",2
"Z100048","030906","B003490","11/24/98 00:00:00",2
"Z100030","091285","B003494","07/02/97 00:00:00",2
"Z100048","030906","B003495","11/24/98 00:00:00",2
"Z100027","039450","B003496","07/02/97 00:00:00",2
"Z100030","091285","B003497","07/02/97 00:00:00",2
"Z100073","091285","B003509","04/04/99 00:00:00",2
"Z100074","085540","B003510","04/04/99 00:00:00",2
"Z100050","006740","B003516","08/12/99 00:00:00",2
"Z100055","015440","B003525","12/09/99 00:00:00",2
"Z100072","066820","B003525","02/26/99 00:00:00",2
"Z100030","091285","B003533","07/02/97 00:00:00",2
"Z100073","091285","B003534","04/04/99 00:00:00",2
"Z100030","091285","B003536","07/02/97 00:00:00",2
"Z100073","091285","B003538","04/04/99 00:00:00",2
"Z100027","039450","B003540","07/02/97 00:00:00",2
"Z100027","039450","B003541","07/02/97 00:00:00",2
"Z100030","091285","B003543","07/02/97 00:00:00",2
"Z200003","085541","B003544","12/23/99 00:00:00",2
"Z100008","019076","B003545","05/08/95 00:00:00",2
"Z100022","081150","B003546","01/13/96 00:00:00",2
"Z100073","091285","B003553","04/04/99 00:00:00",2
"Z100030","091285","B003554","07/02/97 00:00:00",2
"Z100055","015440","B003558","12/09/99 00:00:00",2
"Z100072","066820","B003558","02/26/99 00:00:00",2
"Z100030","091285","B003561","07/02/97 00:00:00",2
"Z100055","015440","B003562","12/09/99 00:00:00",2
"Z100072","066820","B003562","02/26/99 00:00:00",2
"Z100073","091285","B003566","04/04/99 00:00:00",2
"Z100055","015440","B003571","12/09/99 00:00:00",2
"Z100072","066820","B003571","02/26/99 00:00:00",2
"Z100055","015440","B003576","12/09/99 00:00:00",2
"Z100072","066820","B003576","02/26/99 00:00:00",2
"Z100030","091285","B003577","07/02/97 00:00:00",2
"Z100031","085540","B003578","07/02/97 00:00:00",2
"Z100030","091285","B003579","07/02/97 00:00:00",2
"Z100013","033841","B003582","05/02/95 00:00:00",2
"Z100009","021575","B003583","05/08/95 00:00:00",2
"Z100036","033841","B003583","05/06/98 00:00:00",2
"Z100073","091285","B003586","04/04/99 00:00:00",2
"Z100006","066740","B003590","05/05/95 00:00:00",2
"Z100006","066740","B003591","05/05/95 00:00:00",2
"Z100005","079511","B003592","06/01/95 00:00:00",2
"Z100073","091285","B003594","04/04/99 00:00:00",2
"Z100055","015440","B003595","12/09/99 00:00:00",2
"Z100072","066820","B003595","02/26/99 00:00:00",2
"Z100055","015440","B003597","12/09/99 00:00:00",2
"Z100072","066820","B003597","02/26/99 00:00:00",2
"Z100048","030906","B003601","11/24/98 00:00:00",2
"Z100073","091285","B003603","04/04/99 00:00:00",2
"Z100048","030906","B003604","11/24/98 00:00:00",2
"Z100073","091285","B003608","04/04/99 00:00:00",2
"Z100073","091285","B003609","04/04/99 00:00:00",2
"Z100052","033841","B003610","08/12/99 00:00:00",2
"Z100027","039450","B003612","07/02/97 00:00:00",2
"Z100030","091285","B003613","07/02/97 00:00:00",2
"Z100049","030906","B003614","11/20/98 00:00:00",2
"Z100053","066741","B003620","08/13/99 00:00:00",2
"Z100027","039450","B003625","07/02/97 00:00:00",2
"Z100030","091285","B003635","07/02/97 00:00:00",2
"Z100027","039450","B003638","07/02/97 00:00:00",2
"Z200003","085541","B003639","12/23/99 00:00:00",2
"Z200002","085540","B003640","12/23/99 00:00:00",2
"Z100028","028820","B003643","07/02/97 00:00:00",2
"Z100028","028820","B003644","07/02/97 00:00:00",2
"Z100028","028820","B003645","07/02/97 00:00:00",2
"Z100030","091285","B003646","07/02/97 00:00:00",2
"Z100030","091285","B003647","07/02/97 00:00:00",2
"Z100030","091285","B003648","07/02/97 00:00:00",2
"Z100073","091285","B003653","04/04/99 00:00:00",2
"Z100073","091285","B003656","04/04/99 00:00:00",2
"Z100027","039450","B003657","07/02/97 00:00:00",2
"Z100048","030906","B003659","11/24/98 00:00:00",2
"Z100073","091285","B003660","04/04/99 00:00:00",2
"Z100055","015440","B003661","12/09/99 00:00:00",2
"Z100072","066820","B003661","02/26/99 00:00:00",2
"Z100009","021575","B003662","05/08/95 00:00:00",2
"Z100036","033841","B003662","05/06/98 00:00:00",2
"Z100073","091285","B003666","04/04/99 00:00:00",2
"Z100030","091285","B003669","07/02/97 00:00:00",2
"Z100030","091285","B003670","07/02/97 00:00:00",2
"Z100030","091285","B003671","07/02/97 00:00:00",2
"Z100030","091285","B003672","07/02/97 00:00:00",2
"Z100030","091285","B003673","07/02/97 00:00:00",2
"Z100073","091285","B003675","04/04/99 00:00:00",2
"Z100073","091285","B003676","04/04/99 00:00:00",2
"Z100055","015440","B003696","12/09/99 00:00:00",2
"Z100072","066820","B003696","02/26/99 00:00:00",2
"Z100073","091285","B003701","04/04/99 00:00:00",2
"Z100049","030906","B003705","11/20/98 00:00:00",2
"Z100049","030906","B003706","11/20/98 00:00:00",2
"Z100073","091285","B003707","04/04/99 00:00:00",2
"Z100073","091285","B003708","04/04/99 00:00:00",2
"Z100073","091285","B003709","04/04/99 00:00:00",2
"Z200002","085540","B003713","12/23/99 00:00:00",2
"Z100014","014995","B003718","05/04/95 00:00:00",2
"Z100006","066740","B003724","05/05/95 00:00:00",2
"Z100027","039450","B003725","07/02/97 00:00:00",2
"Z100031","085540","B003727","07/02/97 00:00:00",2
"Z100027","039450","B003730","07/02/97 00:00:00",2
"Z100049","030906","B003731","11/20/98 00:00:00",2
"Z100073","091285","B003732","04/04/99 00:00:00",2
"Z200002","085540","B003734","12/23/99 00:00:00",2
"Z100073","091285","B003737","04/04/99 00:00:00",2
"Z100069","066800","B003738","02/25/99 00:00:00",2
"Z100073","091285","B003745","04/04/99 00:00:00",2
"Z100073","091285","B003747","04/04/99 00:00:00",2
"Z100073","091285","B003748","04/04/99 00:00:00",2
"Z100016","079510","B003750","06/01/95 00:00:00",2
"Z100073","091285","B003752","04/04/99 00:00:00",2
"Z100073","091285","B003753","04/04/99 00:00:00",2
"Z100073","091285","B003756","04/04/99 00:00:00",2
"Z100016","079510","B003760","06/01/95 00:00:00",2
"Z100049","030906","B003761","11/20/98 00:00:00",2
"Z100031","085540","B003765","07/02/97 00:00:00",2
"Z100030","091285","B003766","07/02/97 00:00:00",2
"Z100073","091285","B003770","04/04/99 00:00:00",2
"Z100027","039450","B003771","07/02/97 00:00:00",2
"Z100016","079510","B003773","06/01/95 00:00:00",2
"Z100027","039450","B003775","07/02/97 00:00:00",2
"Z100035","006741","B003778","02/26/98 00:00:00",2
"Z100007","027830","B003778","05/04/95 00:00:00",2
"Z100026","021590","B003780","07/02/97 00:00:00",2
"Z100031","085540","B003786","07/02/97 00:00:00",2
"Z100031","085540","B003787","07/02/97 00:00:00",2
"Z100055","015440","B003788","12/09/99 00:00:00",2
"Z100072","066820","B003788","02/26/99 00:00:00",2
"Z100016","079510","B003793","06/01/95 00:00:00",2
"Z100006","066740","B003796","05/05/95 00:00:00",2
"Z100016","079510","B003799","06/01/95 00:00:00",2
"Z100073","091285","B003800","04/04/99 00:00:00",2
"Z100016","079510","B003802","06/01/95 00:00:00",2
"Z100016","079510","B003803","06/01/95 00:00:00",2
"Z100052","033841","B003808","08/12/99 00:00:00",2
"Z100073","091285","B003810","04/04/99 00:00:00",2
"Z100200","085541","B003811","10/01/99 00:00:00",2
"Z100029","036580","B003812","07/02/97 00:00:00",2
"Z100029","036580","B003813","07/02/97 00:00:00",2
"Z100029","036580","B003814","07/02/97 00:00:00",2
"Z100073","091285","B003815","04/04/99 00:00:00",2
"Z100015","066741","B003818","05/04/95 00:00:00",2
"Z100030","091285","B003820","07/02/97 00:00:00",2
"Z100030","091285","B003822","07/02/97 00:00:00",2
"Z100073","091285","B003823","04/04/99 00:00:00",2
"Z100013","033841","B003828","05/02/95 00:00:00",2
"Z100027","039450","B003830","07/02/97 00:00:00",2
"Z100026","021590","B003831","07/02/97 00:00:00",2
"Z100027","039450","B003832","07/02/97 00:00:00",2
"Z100030","091285","B003837","07/02/97 00:00:00",2
"Z100073","091285","B003840","04/04/99 00:00:00",2
"Z100031","085540","B003841","07/02/97 00:00:00",2
"Z100008","019076","B003843","05/08/95 00:00:00",2
"Z100052","033841","B003844","08/12/99 00:00:00",2
"Z100014","014995","B003849","05/04/95 00:00:00",2
"Z100073","091285","B003850","04/04/99 00:00:00",2
"Z100073","091285","B003854","04/04/99 00:00:00",2
"Z100035","006741","B003858","02/26/98 00:00:00",2
"Z100007","027830","B003858","05/04/95 00:00:00",2
"Z100073","091285","B003860","04/04/99 00:00:00",2
"Z100030","091285","B003861","07/02/97 00:00:00",2
"Z100049","030906","B003862","11/20/98 00:00:00",2
"Z100073","091285","B003863","04/04/99 00:00:00",2
"Z100016","079510","B003869","06/01/95 00:00:00",2
"Z100016","079510","B003874","06/01/95 00:00:00",2
"Z100055","015440","B003883","12/09/99 00:00:00",2
"Z100072","066820","B003883","02/26/99 00:00:00",2
"Z100073","091285","B003886","04/04/99 00:00:00",2
"Z100073","091285","B003892","04/04/99 00:00:00",2
"Z100073","091285","B003896","04/04/99 00:00:00",2
"Z100055","015440","B003897","12/09/99 00:00:00",2
"Z100072","066820","B003897","02/26/99 00:00:00",2
"Z100073","091285","B003898","04/04/99 00:00:00",2
"Z100073","091285","B003901","04/04/99 00:00:00",2
"Z100031","085540","B003907","07/02/97 00:00:00",2
"Z100008","019076","B003910","05/08/95 00:00:00",2
"Z100055","015440","B003911","12/09/99 00:00:00",2
"Z100072","066820","B003911","02/26/99 00:00:00",2
"Z100055","015440","B003913","12/09/99 00:00:00",2
"Z100072","066820","B003913","02/26/99 00:00:00",2
"Z100029","036580","B003915","07/02/97 00:00:00",2
"Z100030","091285","B003916","07/02/97 00:00:00",2
"Z100073","091285","B003917","04/04/99 00:00:00",2
"Z100048","030906","B003918","11/24/98 00:00:00",2
"Z100005","079511","B003922","06/01/95 00:00:00",2
"Z100055","015440","B003924","12/09/99 00:00:00",2
"Z100072","066820","B003924","02/26/99 00:00:00",2
"Z100049","030906","B003926","11/20/98 00:00:00",2
"Z100055","015440","B003930","12/09/99 00:00:00",2
"Z100072","066820","B003930","02/26/99 00:00:00",2
"Z100073","091285","B003931","04/04/99 00:00:00",2
"Z100049","030906","B003936","11/20/98 00:00:00",2
"Z100049","030906","B003939","11/20/98 00:00:00",2
"Z100049","030906","B003940","11/20/98 00:00:00",2
"Z100055","015440","B003945","12/09/99 00:00:00",2
"Z100072","066820","B003945","02/26/99 00:00:00",2
"Z100073","091285","B003948","04/04/99 00:00:00",2
"Z100073","091285","B003950","04/04/99 00:00:00",2
"Z100048","030906","B003951","11/24/98 00:00:00",2
"Z100031","085540","B003955","07/02/97 00:00:00",2
"Z100049","030906","B003956","11/20/98 00:00:00",2
"Z100030","091285","B003962","07/02/97 00:00:00",2
"Z100009","021575","B003964","05/08/95 00:00:00",2
"Z100038","041986","B003964","07/27/98 00:00:00",2
"Z100030","091285","B003965","07/02/97 00:00:00",2
"Z100030","091285","B003966","07/02/97 00:00:00",2
"Z100055","015440","B003971","12/09/99 00:00:00",2
"Z100072","066820","B003971","02/26/99 00:00:00",2
"Z100049","030906","B003972","11/20/98 00:00:00",2
"Z100073","091285","B003976","04/04/99 00:00:00",2
"Z100073","091285","B003982","04/04/99 00:00:00",2
"Z100027","039450","B003994","07/02/97 00:00:00",2
"Z100031","085540","B004002","07/02/97 00:00:00",2
"Z100016","079510","B004003","06/01/95 00:00:00",2
"Z100049","030906","B004004","11/20/98 00:00:00",2
"Z100073","091285","B004010","04/04/99 00:00:00",2
"Z100073","091285","B004015","04/04/99 00:00:00",2
"Z100022","081150","B004016","01/13/96 00:00:00",2
"Z100073","091285","B004018","04/04/99 00:00:00",2
"Z100055","015440","B004022","12/09/99 00:00:00",2
"Z100072","066820","B004022","02/26/99 00:00:00",2
"Z100052","033841","B004023","08/12/99 00:00:00",2
"Z100052","033841","B004024","08/12/99 00:00:00",2
"Z100073","091285","B004032","04/04/99 00:00:00",2
"Z100016","079510","B004033","06/01/95 00:00:00",2
"Z100073","091285","B004037","04/04/99 00:00:00",2
"Z100052","033841","B004043","08/12/99 00:00:00",2
"Z100055","015440","B004044","12/09/99 00:00:00",2
"Z100072","066820","B004044","02/26/99 00:00:00",2
"Z100049","030906","B004045","11/20/98 00:00:00",2
"Z100030","091285","B004052","07/02/97 00:00:00",2
"Z100031","085540","B004057","07/02/97 00:00:00",2
"Z100049","030906","B004060","11/20/98 00:00:00",2
"Z100073","091285","B004062","04/04/99 00:00:00",2
"Z100073","091285","B004064","04/04/99 00:00:00",2
"Z100050","006740","B004065","08/12/99 00:00:00",2
"Z100030","091285","B004067","07/02/97 00:00:00",2
"Z100026","021590","B004070","07/02/97 00:00:00",2
"Z100073","091285","B004071","04/04/99 00:00:00",2
"Z100055","015440","B004074","12/09/99 00:00:00",2
"Z100072","066820","B004074","02/26/99 00:00:00",2
"Z100049","030906","B004076","11/20/98 00:00:00",2
"Z100049","030906","B004077","11/20/98 00:00:00",2
"Z100055","015440","B004087","12/09/99 00:00:00",2
"Z100072","066820","B004087","02/26/99 00:00:00",2
"Z100073","091285","B004089","04/04/99 00:00:00",2
"Z100055","015440","B004091","12/09/99 00:00:00",2
"Z100072","066820","B004091","02/26/99 00:00:00",2
"Z100050","006740","B004094","08/12/99 00:00:00",2
"Z100073","091285","B004099","04/04/99 00:00:00",2
"Z100049","030906","B004100","11/20/98 00:00:00",2
"Z100016","079510","B004102","06/01/95 00:00:00",2
"Z100073","091285","B004115","04/04/99 00:00:00",2
"Z100049","030906","B004122","11/20/98 00:00:00",2
"Z100049","030906","B004123","11/20/98 00:00:00",2
"Z100029","036580","B004124","07/02/97 00:00:00",2
"Z100009","021575","B004125","05/08/95 00:00:00",2
"Z100038","041986","B004125","07/27/98 00:00:00",2
"Z100022","081150","B004126","01/13/96 00:00:00",2
"Z100049","030906","B004130","11/20/98 00:00:00",2
"Z100073","091285","B004131","04/04/99 00:00:00",2
"Z100073","091285","B004132","04/04/99 00:00:00",2
"Z100009","021575","B004134","05/08/95 00:00:00",2
"Z100038","041986","B004134","07/27/98 00:00:00",2
"Z100053","066741","B004140","08/13/99 00:00:00",2
"Z100073","091285","B004141","04/04/99 00:00:00",2
"Z100052","033841","B004144","08/12/99 00:00:00",2
"Z100073","091285","B004145","04/04/99 00:00:00",2
"Z100050","006740","B004150","08/12/99 00:00:00",2
"Z100030","091285","B004157","07/02/97 00:00:00",2
"Z100030","091285","B004158","07/02/97 00:00:00",2
"Z100006","066740","B004163","05/05/95 00:00:00",2
"Z100016","079510","B004166","06/01/95 00:00:00",2
"Z100049","030906","B004167","11/20/98 00:00:00",2
"Z100073","091285","B004168","04/04/99 00:00:00",2
"Z100073","091285","B004169","04/04/99 00:00:00",2
"Z100073","091285","B004172","04/04/99 00:00:00",2
"Z100027","039450","B004173","07/02/97 00:00:00",2
"Z100073","091285","B004175","04/04/99 00:00:00",2
"Z100073","091285","B004182","04/04/99 00:00:00",2
"Z100073","091285","B004184","04/04/99 00:00:00",2
"Z100073","091285","B004185","04/04/99 00:00:00",2
"Z100073","091285","B004186","04/04/99 00:00:00",2
"Z100055","015440","B004187","12/09/99 00:00:00",2
"Z100072","066820","B004187","02/26/99 00:00:00",2
"Z100073","091285","B004189","04/04/99 00:00:00",2
"Z100016","079510","B004190","06/01/95 00:00:00",2
"Z100049","030906","B004191","11/20/98 00:00:00",2
"Z100055","015440","B004193","12/09/99 00:00:00",2
"Z100072","066820","B004193","02/26/99 00:00:00",2
"Z100073","091285","B004196","04/04/99 00:00:00",2
"Z100073","091285","B004199","04/04/99 00:00:00",2
"Z100073","091285","B004200","04/04/99 00:00:00",2
"Z100073","091285","B004202","04/04/99 00:00:00",2
"Z100030","091285","B004205","07/02/97 00:00:00",2
"Z100049","030906","B004212","11/20/98 00:00:00",2
"Z100055","015440","B004217","12/09/99 00:00:00",2
"Z100072","066820","B004217","02/26/99 00:00:00",2
"Z100027","039450","B004220","07/02/97 00:00:00",2
"Z100027","039450","B004221","07/02/97 00:00:00",2
"Z100030","091285","B004223","07/02/97 00:00:00",2
"Z100035","006741","B004225","02/26/98 00:00:00",2
"Z100007","027830","B004225","05/04/95 00:00:00",2
"Z100030","091285","B004229","07/02/97 00:00:00",2
"Z100073","091285","B004230","04/04/99 00:00:00",2
"Z100055","015440","B004231","12/09/99 00:00:00",2
"Z100072","066820","B004231","02/26/99 00:00:00",2
"Z100073","091285","B004232","04/04/99 00:00:00",2
"Z100055","015440","B004238","12/09/99 00:00:00",2
"Z100072","066820","B004238","02/26/99 00:00:00",2
"Z200002","085540","B004239","12/23/99 00:00:00",2
"Z100074","085540","B004243","04/04/99 00:00:00",2
"Z100073","091285","B004244","04/04/99 00:00:00",2
"Z100073","091285","B004245","04/04/99 00:00:00",2
"Z100027","039450","B004253","07/02/97 00:00:00",2
"Z100055","015440","B004255","12/09/99 00:00:00",2
"Z100072","066820","B004255","02/26/99 00:00:00",2
"Z100052","033841","B004256","08/12/99 00:00:00",2
"Z100009","021575","B004257","05/08/95 00:00:00",2
"Z100036","033841","B004257","05/06/98 00:00:00",2
"Z200002","085540","B004258","12/23/99 00:00:00",2
"Z200002","085540","B004259","12/23/99 00:00:00",2
"Z100055","015440","B004264","12/09/99 00:00:00",2
"Z100072","066820","B004264","02/26/99 00:00:00",2
"Z100073","091285","B004266","04/04/99 00:00:00",2
"Z100073","091285","B004274","04/04/99 00:00:00",2
"Z100027","039450","B004275","07/02/97 00:00:00",2
"Z100073","091285","B004280","04/04/99 00:00:00",2
"Z100073","091285","B004282","04/04/99 00:00:00",2
"Z100055","015440","B004283","12/09/99 00:00:00",2
"Z100072","066820","B004283","02/26/99 00:00:00",2
"Z100049","030906","B004285","11/20/98 00:00:00",2
"Z100030","091285","B004290","07/02/97 00:00:00",2
"Z100073","091285","B004294","04/04/99 00:00:00",2
"Z100073","091285","B004295","04/04/99 00:00:00",2
"Z100055","015440","B004297","12/09/99 00:00:00",2
"Z100072","066820","B004297","02/26/99 00:00:00",2
"Z100055","015440","B004298","12/09/99 00:00:00",2
"Z100072","066820","B004298","02/26/99 00:00:00",2
"Z100016","079510","B004299","06/01/95 00:00:00",2
"Z100028","028820","B004300","07/02/97 00:00:00",2
"Z100051","079510","B004301","08/12/99 00:00:00",2
"Z100027","039450","B004302","07/02/97 00:00:00",2
"Z100069","066800","B004303","02/25/99 00:00:00",2
"Z100075","081150","B004304","11/24/99 00:00:00",2
"Z100073","091285","B004305","04/04/99 00:00:00",2
"Z100027","039450","B004311","07/02/97 00:00:00",2
"Z100027","039450","B004312","07/02/97 00:00:00",2
"Z100009","021575","B004313","05/08/95 00:00:00",2
"Z100036","033841","B004313","05/06/98 00:00:00",2
"Z100009","021575","B004314","05/08/95 00:00:00",2
"Z100036","033841","B004314","05/06/98 00:00:00",2
"Z100027","039450","B004315","07/02/97 00:00:00",2
"Z100016","079510","B004316","06/01/95 00:00:00",2
"Z100061","033841","B004317","01/01/97 00:00:00",2
"Z100055","015440","B004326","12/09/99 00:00:00",2
"Z100072","066820","B004326","02/26/99 00:00:00",2
"Z100073","091285","B004331","04/04/99 00:00:00",2
"Z100055","015440","B004338","12/09/99 00:00:00",2
"Z100072","066820","B004338","02/26/99 00:00:00",2
"Z100051","079510","B004339","08/12/99 00:00:00",2
"Z100055","015440","B004340","12/09/99 00:00:00",2
"Z100072","066820","B004340","02/26/99 00:00:00",2
"Z100073","091285","B004341","04/04/99 00:00:00",2
"Z100073","091285","B004342","04/04/99 00:00:00",2
"Z100055","015440","B004344","12/09/99 00:00:00",2
"Z100072","066820","B004344","02/26/99 00:00:00",2
"Z100055","015440","B004345","12/09/99 00:00:00",2
"Z100072","066820","B004345","02/26/99 00:00:00",2
"Z100016","079510","B004346","06/01/95 00:00:00",2
"Z100073","091285","B004347","04/04/99 00:00:00",2
"Z100055","015440","B004348","12/09/99 00:00:00",2
"Z100072","066820","B004348","02/26/99 00:00:00",2
"Z100055","015440","B004354","12/09/99 00:00:00",2
"Z100072","066820","B004354","02/26/99 00:00:00",2
"Z100055","015440","B004355","12/09/99 00:00:00",2
"Z100072","066820","B004355","02/26/99 00:00:00",2
"Z100055","015440","B004358","12/09/99 00:00:00",2
"Z100072","066820","B004358","02/26/99 00:00:00",2
"Z100073","091285","B004360","04/04/99 00:00:00",2
"Z100015","066741","B004361","05/04/95 00:00:00",2
"Z100055","015440","B004365","12/09/99 00:00:00",2
"Z100072","066820","B004365","02/26/99 00:00:00",2
"Z100073","091285","B004366","04/04/99 00:00:00",2
"Z100055","015440","B004367","12/09/99 00:00:00",2
"Z100072","066820","B004367","02/26/99 00:00:00",2
"Z100055","015440","B004373","12/09/99 00:00:00",2
"Z100072","066820","B004373","02/26/99 00:00:00",2
"Z100073","091285","B004376","04/04/99 00:00:00",2
"Z100073","091285","B004379","04/04/99 00:00:00",2
"Z100073","091285","B004381","04/04/99 00:00:00",2
"Z200002","085540","B004382","12/23/99 00:00:00",2
"Z100009","021575","B004383","05/08/95 00:00:00",2
"Z100025","066741","B004383","06/09/97 00:00:00",2
"Z100050","006740","B004384","08/12/99 00:00:00",2
"Z100031","085540","B004386","07/02/97 00:00:00",2
"Z100073","091285","B004389","04/04/99 00:00:00",2
"Z100027","039450","B004390","07/02/97 00:00:00",2
"Z100055","015440","B004393","12/09/99 00:00:00",2
"Z100072","066820","B004393","02/26/99 00:00:00",2
"Z100073","091285","B004394","04/04/99 00:00:00",2
"Z100031","085540","B004395","07/02/97 00:00:00",2
"Z100031","085540","B004396","07/02/97 00:00:00",2
"Z100013","033841","B004398","05/02/95 00:00:00",2
"Z100027","039450","B004403","07/02/97 00:00:00",2
"Z100073","091285","B004408","04/04/99 00:00:00",2
"Z100015","066741","B004409","05/04/95 00:00:00",2
"Z100073","091285","B004412","04/04/99 00:00:00",2
"Z100027","039450","B004415","07/02/97 00:00:00",2
"Z100027","039450","B004416","07/02/97 00:00:00",2
"Z100073","091285","B004418","04/04/99 00:00:00",2
"Z100073","091285","B004423","04/04/99 00:00:00",2
"Z100055","015440","B004424","12/09/99 00:00:00",2
"Z100072","066820","B004424","02/26/99 00:00:00",2
"Z100026","021590","B004437","07/02/97 00:00:00",2
"Z100055","015440","B004443","12/09/99 00:00:00",2
"Z100072","066820","B004443","02/26/99 00:00:00",2
"Z100055","015440","B004445","12/09/99 00:00:00",2
"Z100072","066820","B004445","02/26/99 00:00:00",2
"Z100055","015440","B004446","12/09/99 00:00:00",2
"Z100072","066820","B004446","02/26/99 00:00:00",2
"Z200002","085540","B004448","12/23/99 00:00:00",2
"Z100073","091285","B004449","04/04/99 00:00:00",2
"Z100052","033841","B004450","08/12/99 00:00:00",2
"Z100026","021590","B004456","07/02/97 00:00:00",2
"Z100027","039450","B004463","07/02/97 00:00:00",2
"Z100055","015440","B004464","12/09/99 00:00:00",2
"Z100072","066820","B004464","02/26/99 00:00:00",2
"Z100073","091285","B004466","04/04/99 00:00:00",2
"Z100073","091285","B004467","04/04/99 00:00:00",2
"Z100055","015440","B004469","12/09/99 00:00:00",2
"Z100072","066820","B004469","02/26/99 00:00:00",2
"Z100049","030906","B004470","11/20/98 00:00:00",2
"Z100049","030906","B004471","11/20/98 00:00:00",2
"Z100073","091285","B004472","04/04/99 00:00:00",2
"Z100027","039450","B004479","07/02/97 00:00:00",2
"Z100055","015440","B004480","12/09/99 00:00:00",2
"Z100072","066820","B004480","02/26/99 00:00:00",2
"Z100073","091285","B004481","04/04/99 00:00:00",2
"Z200002","085540","B004482","12/23/99 00:00:00",2
"Z100055","015440","B004485","12/09/99 00:00:00",2
"Z100072","066820","B004485","02/26/99 00:00:00",2
"Z100049","030906","B004486","11/20/98 00:00:00",2
"Z100073","091285","B004489","04/04/99 00:00:00",2
"Z100031","085540","B004490","07/02/97 00:00:00",2
"Z100073","091285","B004491","04/04/99 00:00:00",2
"Z100030","091285","B004497","07/02/97 00:00:00",2
"Z100073","091285","B004499","04/04/99 00:00:00",2
"Z200002","085540","B004500","12/23/99 00:00:00",2
"Z200002","085540","B004501","12/23/99 00:00:00",2
"Z100001","041985","B004502","05/08/95 00:00:00",2
"Z100003","041986","B004502","04/03/99 00:00:00",2
"Z100073","091285","B004503","04/04/99 00:00:00",2
"Z100035","006741","B004506","02/26/98 00:00:00",2
"Z100007","027830","B004506","05/04/95 00:00:00",2
"Z100073","091285","B004508","04/04/99 00:00:00",2
"Z100035","006741","B004510","02/26/98 00:00:00",2
"Z100007","027830","B004510","05/04/95 00:00:00",2
"Z100073","091285","B004513","04/04/99 00:00:00",2
"Z100073","091285","B004518","04/04/99 00:00:00",2
"Z100055","015440","B004520","12/09/99 00:00:00",2
"Z100072","066820","B004520","02/26/99 00:00:00",2
"Z100073","091285","B004521","04/04/99 00:00:00",2
"Z100073","091285","B004522","04/04/99 00:00:00",2
"Z100007","041985","B004527","02/26/99 00:00:00",2
"Z100073","091285","B004530","04/04/99 00:00:00",2
"Z100073","091285","B004532","04/04/99 00:00:00",2
"Z100055","015440","B004534","12/09/99 00:00:00",2
"Z100072","066820","B004534","02/26/99 00:00:00",2
"Z100073","091285","B004537","04/04/99 00:00:00",2
"Z100035","006741","B004538","02/26/98 00:00:00",2
"Z100007","027830","B004538","05/04/95 00:00:00",2
"Z100073","091285","B004546","04/04/99 00:00:00",2
"Z100073","091285","B004547","04/04/99 00:00:00",2
"Z100031","085540","B004548","07/02/97 00:00:00",2
"Z100073","091285","B004549","04/04/99 00:00:00",2
"Z100055","015440","B004551","12/09/99 00:00:00",2
"Z100072","066820","B004551","02/26/99 00:00:00",2
"Z100073","091285","B004553","04/04/99 00:00:00",2
"Z100009","021575","B004556","05/08/95 00:00:00",2
"Z100036","033841","B004556","05/06/98 00:00:00",2
"Z100073","091285","B004559","04/04/99 00:00:00",2
"Z100031","085540","B004560","07/02/97 00:00:00",2
"Z100055","015440","B004562","12/09/99 00:00:00",2
"Z100072","066820","B004562","02/26/99 00:00:00",2
"Z200002","085540","B004567","12/23/99 00:00:00",2
"Z100016","079510","B004574","06/01/95 00:00:00",2
"Z100027","039450","B004578","07/02/97 00:00:00",2
"Z100069","066800","B004581","02/25/99 00:00:00",2
"Z100049","030906","B004586","11/20/98 00:00:00",2
"Z100073","091285","B004590","04/04/99 00:00:00",2
"Z100073","091285","B004591","04/04/99 00:00:00",2
"Z100055","015440","B004592","12/09/99 00:00:00",2
"Z100072","066820","B004592","02/26/99 00:00:00",2
"Z100055","015440","B004593","12/09/99 00:00:00",2
"Z100072","066820","B004593","02/26/99 00:00:00",2
"Z100073","091285","B004594","04/04/99 00:00:00",2
"Z100027","039450","B004595","07/02/97 00:00:00",2
"Z100073","091285","B004596","04/04/99 00:00:00",2
"Z100073","091285","B004600","04/04/99 00:00:00",2
"Z100073","091285","B004601","04/04/99 00:00:00",2
"Z100055","015440","B004605","12/09/99 00:00:00",2
"Z100072","066820","B004605","02/26/99 00:00:00",2
"Z100035","006741","B004613","02/26/98 00:00:00",2
"Z100007","027830","B004613","05/04/95 00:00:00",2
"Z100073","091285","B004614","04/04/99 00:00:00",2
"Z100030","091285","B004617","07/02/97 00:00:00",2
"Z200002","085540","B004623","12/23/99 00:00:00",2
